split,class_name,source,group_key,stem,src_path,dst_path
train,Hem,rendering,Hem_048_41_34,Hem_048_41_34,D:/data/code/dataset/dataset/rendering/Hem_048_41_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_34.jpg
train,Hem,rendering,Hem_048_41_42,Hem_048_41_42,D:/data/code/dataset/dataset/rendering/Hem_048_41_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_42.jpg
train,Hem,rendering,Hem_048_41_59,Hem_048_41_59,D:/data/code/dataset/dataset/rendering/Hem_048_41_59.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_59.jpg
train,Hem,rendering,Hem_048_41_65,Hem_048_41_65,D:/data/code/dataset/dataset/rendering/Hem_048_41_65.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_65.jpg
train,Hem,rendering,Hem_048_41_66,Hem_048_41_66,D:/data/code/dataset/dataset/rendering/Hem_048_41_66.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_66.jpg
train,Hem,rendering,Hem_048_41_67,Hem_048_41_67,D:/data/code/dataset/dataset/rendering/Hem_048_41_67.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_67.jpg
train,Hem,rendering,Hem_048_41_74,Hem_048_41_74,D:/data/code/dataset/dataset/rendering/Hem_048_41_74.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_74.jpg
train,Hem,rendering,Hem_048_41_75,Hem_048_41_75,D:/data/code/dataset/dataset/rendering/Hem_048_41_75.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_75.jpg
train,Hem,rendering,Hem_048_41_83,Hem_048_41_83,D:/data/code/dataset/dataset/rendering/Hem_048_41_83.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_83.jpg
train,Hem,rendering,Hem_048_41_91,Hem_048_41_91,D:/data/code/dataset/dataset/rendering/Hem_048_41_91.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_91.jpg
train,Hem,rendering,Hem_048_41_99,Hem_048_41_99,D:/data/code/dataset/dataset/rendering/Hem_048_41_99.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_41_99.jpg
train,Hem,rendering,Hem_048_45_0,Hem_048_45_0,D:/data/code/dataset/dataset/rendering/Hem_048_45_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_0.jpg
train,Hem,rendering,Hem_048_45_107,Hem_048_45_107,D:/data/code/dataset/dataset/rendering/Hem_048_45_107.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_107.jpg
train,Hem,rendering,Hem_048_45_17,Hem_048_45_17,D:/data/code/dataset/dataset/rendering/Hem_048_45_17.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_17.jpg
train,Hem,rendering,Hem_048_45_26,Hem_048_45_26,D:/data/code/dataset/dataset/rendering/Hem_048_45_26.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_26.jpg
train,Hem,rendering,Hem_048_45_33,Hem_048_45_33,D:/data/code/dataset/dataset/rendering/Hem_048_45_33.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_33.jpg
train,Hem,rendering,Hem_048_45_34,Hem_048_45_34,D:/data/code/dataset/dataset/rendering/Hem_048_45_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_34.jpg
train,Hem,rendering,Hem_048_45_50,Hem_048_45_50,D:/data/code/dataset/dataset/rendering/Hem_048_45_50.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_50.jpg
train,Hem,rendering,Hem_048_45_59,Hem_048_45_59,D:/data/code/dataset/dataset/rendering/Hem_048_45_59.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_59.jpg
train,Hem,rendering,Hem_048_45_65,Hem_048_45_65,D:/data/code/dataset/dataset/rendering/Hem_048_45_65.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_65.jpg
train,Hem,rendering,Hem_048_45_66,Hem_048_45_66,D:/data/code/dataset/dataset/rendering/Hem_048_45_66.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_66.jpg
train,Hem,rendering,Hem_048_45_74,Hem_048_45_74,D:/data/code/dataset/dataset/rendering/Hem_048_45_74.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_74.jpg
train,Hem,rendering,Hem_048_45_82,Hem_048_45_82,D:/data/code/dataset/dataset/rendering/Hem_048_45_82.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_82.jpg
train,Hem,rendering,Hem_048_45_83,Hem_048_45_83,D:/data/code/dataset/dataset/rendering/Hem_048_45_83.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_83.jpg
train,Hem,rendering,Hem_048_45_9,Hem_048_45_9,D:/data/code/dataset/dataset/rendering/Hem_048_45_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_9.jpg
train,Hem,rendering,Hem_048_45_91,Hem_048_45_91,D:/data/code/dataset/dataset/rendering/Hem_048_45_91.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_91.jpg
train,Hem,rendering,Hem_048_45_98,Hem_048_45_98,D:/data/code/dataset/dataset/rendering/Hem_048_45_98.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_98.jpg
train,Hem,rendering,Hem_048_45_99,Hem_048_45_99,D:/data/code/dataset/dataset/rendering/Hem_048_45_99.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_45_99.jpg
train,Hem,rendering,Hem_048_46_0,Hem_048_46_0,D:/data/code/dataset/dataset/rendering/Hem_048_46_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_0.jpg
train,Hem,rendering,Hem_048_46_17,Hem_048_46_17,D:/data/code/dataset/dataset/rendering/Hem_048_46_17.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_17.jpg
train,Hem,rendering,Hem_048_46_33,Hem_048_46_33,D:/data/code/dataset/dataset/rendering/Hem_048_46_33.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_33.jpg
train,Hem,rendering,Hem_048_46_34,Hem_048_46_34,D:/data/code/dataset/dataset/rendering/Hem_048_46_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_34.jpg
train,Hem,rendering,Hem_048_46_42,Hem_048_46_42,D:/data/code/dataset/dataset/rendering/Hem_048_46_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_42.jpg
train,Hem,rendering,Hem_048_46_50,Hem_048_46_50,D:/data/code/dataset/dataset/rendering/Hem_048_46_50.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_50.jpg
train,Hem,rendering,Hem_048_46_59,Hem_048_46_59,D:/data/code/dataset/dataset/rendering/Hem_048_46_59.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_59.jpg
train,Hem,rendering,Hem_048_46_65,Hem_048_46_65,D:/data/code/dataset/dataset/rendering/Hem_048_46_65.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_65.jpg
train,Hem,rendering,Hem_048_46_66,Hem_048_46_66,D:/data/code/dataset/dataset/rendering/Hem_048_46_66.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_66.jpg
train,Hem,rendering,Hem_048_46_67,Hem_048_46_67,D:/data/code/dataset/dataset/rendering/Hem_048_46_67.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_67.jpg
train,Hem,rendering,Hem_048_46_74,Hem_048_46_74,D:/data/code/dataset/dataset/rendering/Hem_048_46_74.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_74.jpg
train,Hem,rendering,Hem_048_46_75,Hem_048_46_75,D:/data/code/dataset/dataset/rendering/Hem_048_46_75.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_75.jpg
train,Hem,rendering,Hem_048_46_9,Hem_048_46_9,D:/data/code/dataset/dataset/rendering/Hem_048_46_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_46_9.jpg
train,Hem,rendering,Hem_048_47_0,Hem_048_47_0,D:/data/code/dataset/dataset/rendering/Hem_048_47_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_0.jpg
train,Hem,rendering,Hem_048_47_17,Hem_048_47_17,D:/data/code/dataset/dataset/rendering/Hem_048_47_17.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_17.jpg
train,Hem,rendering,Hem_048_47_26,Hem_048_47_26,D:/data/code/dataset/dataset/rendering/Hem_048_47_26.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_26.jpg
train,Hem,rendering,Hem_048_47_33,Hem_048_47_33,D:/data/code/dataset/dataset/rendering/Hem_048_47_33.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_33.jpg
train,Hem,rendering,Hem_048_47_34,Hem_048_47_34,D:/data/code/dataset/dataset/rendering/Hem_048_47_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_34.jpg
train,Hem,rendering,Hem_048_47_42,Hem_048_47_42,D:/data/code/dataset/dataset/rendering/Hem_048_47_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_42.jpg
train,Hem,rendering,Hem_048_47_50,Hem_048_47_50,D:/data/code/dataset/dataset/rendering/Hem_048_47_50.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_50.jpg
train,Hem,rendering,Hem_048_47_59,Hem_048_47_59,D:/data/code/dataset/dataset/rendering/Hem_048_47_59.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_59.jpg
train,Hem,rendering,Hem_048_47_65,Hem_048_47_65,D:/data/code/dataset/dataset/rendering/Hem_048_47_65.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_65.jpg
train,Hem,rendering,Hem_048_47_66,Hem_048_47_66,D:/data/code/dataset/dataset/rendering/Hem_048_47_66.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_66.jpg
train,Hem,rendering,Hem_048_47_67,Hem_048_47_67,D:/data/code/dataset/dataset/rendering/Hem_048_47_67.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_67.jpg
train,Hem,rendering,Hem_048_47_74,Hem_048_47_74,D:/data/code/dataset/dataset/rendering/Hem_048_47_74.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_74.jpg
train,Hem,rendering,Hem_048_47_75,Hem_048_47_75,D:/data/code/dataset/dataset/rendering/Hem_048_47_75.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_75.jpg
train,Hem,rendering,Hem_048_47_9,Hem_048_47_9,D:/data/code/dataset/dataset/rendering/Hem_048_47_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_47_9.jpg
train,Hem,rendering,Hem_048_51_0,Hem_048_51_0,D:/data/code/dataset/dataset/rendering/Hem_048_51_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_0.jpg
train,Hem,rendering,Hem_048_51_17,Hem_048_51_17,D:/data/code/dataset/dataset/rendering/Hem_048_51_17.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_17.jpg
train,Hem,rendering,Hem_048_51_26,Hem_048_51_26,D:/data/code/dataset/dataset/rendering/Hem_048_51_26.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_26.jpg
train,Hem,rendering,Hem_048_51_34,Hem_048_51_34,D:/data/code/dataset/dataset/rendering/Hem_048_51_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_34.jpg
train,Hem,rendering,Hem_048_51_42,Hem_048_51_42,D:/data/code/dataset/dataset/rendering/Hem_048_51_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_42.jpg
train,Hem,rendering,Hem_048_51_59,Hem_048_51_59,D:/data/code/dataset/dataset/rendering/Hem_048_51_59.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_59.jpg
train,Hem,rendering,Hem_048_51_65,Hem_048_51_65,D:/data/code/dataset/dataset/rendering/Hem_048_51_65.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_65.jpg
train,Hem,rendering,Hem_048_51_66,Hem_048_51_66,D:/data/code/dataset/dataset/rendering/Hem_048_51_66.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_66.jpg
train,Hem,rendering,Hem_048_51_67,Hem_048_51_67,D:/data/code/dataset/dataset/rendering/Hem_048_51_67.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_67.jpg
train,Hem,rendering,Hem_048_51_75,Hem_048_51_75,D:/data/code/dataset/dataset/rendering/Hem_048_51_75.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_75.jpg
train,Hem,rendering,Hem_048_51_82,Hem_048_51_82,D:/data/code/dataset/dataset/rendering/Hem_048_51_82.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_82.jpg
train,Hem,rendering,Hem_048_51_83,Hem_048_51_83,D:/data/code/dataset/dataset/rendering/Hem_048_51_83.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_83.jpg
train,Hem,rendering,Hem_048_51_9,Hem_048_51_9,D:/data/code/dataset/dataset/rendering/Hem_048_51_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_9.jpg
train,Hem,rendering,Hem_048_51_98,Hem_048_51_98,D:/data/code/dataset/dataset/rendering/Hem_048_51_98.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_98.jpg
train,Hem,rendering,Hem_048_51_99,Hem_048_51_99,D:/data/code/dataset/dataset/rendering/Hem_048_51_99.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_51_99.jpg
train,Hem,rendering,Hem_048_52_0,Hem_048_52_0,D:/data/code/dataset/dataset/rendering/Hem_048_52_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_0.jpg
train,Hem,rendering,Hem_048_52_107,Hem_048_52_107,D:/data/code/dataset/dataset/rendering/Hem_048_52_107.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_107.jpg
train,Hem,rendering,Hem_048_52_114,Hem_048_52_114,D:/data/code/dataset/dataset/rendering/Hem_048_52_114.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_114.jpg
train,Hem,rendering,Hem_048_52_17,Hem_048_52_17,D:/data/code/dataset/dataset/rendering/Hem_048_52_17.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_17.jpg
train,Hem,rendering,Hem_048_52_33,Hem_048_52_33,D:/data/code/dataset/dataset/rendering/Hem_048_52_33.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_33.jpg
train,Hem,rendering,Hem_048_52_34,Hem_048_52_34,D:/data/code/dataset/dataset/rendering/Hem_048_52_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_34.jpg
train,Hem,rendering,Hem_048_52_42,Hem_048_52_42,D:/data/code/dataset/dataset/rendering/Hem_048_52_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_42.jpg
train,Hem,rendering,Hem_048_52_50,Hem_048_52_50,D:/data/code/dataset/dataset/rendering/Hem_048_52_50.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_50.jpg
train,Hem,rendering,Hem_048_52_59,Hem_048_52_59,D:/data/code/dataset/dataset/rendering/Hem_048_52_59.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_59.jpg
train,Hem,rendering,Hem_048_52_65,Hem_048_52_65,D:/data/code/dataset/dataset/rendering/Hem_048_52_65.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_65.jpg
train,Hem,rendering,Hem_048_52_74,Hem_048_52_74,D:/data/code/dataset/dataset/rendering/Hem_048_52_74.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_74.jpg
train,Hem,rendering,Hem_048_52_75,Hem_048_52_75,D:/data/code/dataset/dataset/rendering/Hem_048_52_75.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_75.jpg
train,Hem,rendering,Hem_048_52_83,Hem_048_52_83,D:/data/code/dataset/dataset/rendering/Hem_048_52_83.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_83.jpg
train,Hem,rendering,Hem_048_52_9,Hem_048_52_9,D:/data/code/dataset/dataset/rendering/Hem_048_52_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_9.jpg
train,Hem,rendering,Hem_048_52_98,Hem_048_52_98,D:/data/code/dataset/dataset/rendering/Hem_048_52_98.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_98.jpg
train,Hem,rendering,Hem_048_52_99,Hem_048_52_99,D:/data/code/dataset/dataset/rendering/Hem_048_52_99.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_52_99.jpg
train,Hem,rendering,Hem_048_57_0,Hem_048_57_0,D:/data/code/dataset/dataset/rendering/Hem_048_57_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_0.jpg
train,Hem,rendering,Hem_048_57_114,Hem_048_57_114,D:/data/code/dataset/dataset/rendering/Hem_048_57_114.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_114.jpg
train,Hem,rendering,Hem_048_57_17,Hem_048_57_17,D:/data/code/dataset/dataset/rendering/Hem_048_57_17.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_17.jpg
train,Hem,rendering,Hem_048_57_26,Hem_048_57_26,D:/data/code/dataset/dataset/rendering/Hem_048_57_26.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_26.jpg
train,Hem,rendering,Hem_048_57_33,Hem_048_57_33,D:/data/code/dataset/dataset/rendering/Hem_048_57_33.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_33.jpg
train,Hem,rendering,Hem_048_57_34,Hem_048_57_34,D:/data/code/dataset/dataset/rendering/Hem_048_57_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_34.jpg
train,Hem,rendering,Hem_048_57_42,Hem_048_57_42,D:/data/code/dataset/dataset/rendering/Hem_048_57_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_42.jpg
train,Hem,rendering,Hem_048_57_50,Hem_048_57_50,D:/data/code/dataset/dataset/rendering/Hem_048_57_50.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_50.jpg
train,Hem,rendering,Hem_048_57_59,Hem_048_57_59,D:/data/code/dataset/dataset/rendering/Hem_048_57_59.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_59.jpg
train,Hem,rendering,Hem_048_57_66,Hem_048_57_66,D:/data/code/dataset/dataset/rendering/Hem_048_57_66.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_66.jpg
train,Hem,rendering,Hem_048_57_67,Hem_048_57_67,D:/data/code/dataset/dataset/rendering/Hem_048_57_67.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_67.jpg
train,Hem,rendering,Hem_048_57_75,Hem_048_57_75,D:/data/code/dataset/dataset/rendering/Hem_048_57_75.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_75.jpg
train,Hem,rendering,Hem_048_57_82,Hem_048_57_82,D:/data/code/dataset/dataset/rendering/Hem_048_57_82.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_82.jpg
train,Hem,rendering,Hem_048_57_9,Hem_048_57_9,D:/data/code/dataset/dataset/rendering/Hem_048_57_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_9.jpg
train,Hem,rendering,Hem_048_57_91,Hem_048_57_91,D:/data/code/dataset/dataset/rendering/Hem_048_57_91.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_91.jpg
train,Hem,rendering,Hem_048_57_98,Hem_048_57_98,D:/data/code/dataset/dataset/rendering/Hem_048_57_98.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_98.jpg
train,Hem,rendering,Hem_048_57_99,Hem_048_57_99,D:/data/code/dataset/dataset/rendering/Hem_048_57_99.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_57_99.jpg
train,Hem,rendering,Hem_048_58_0,Hem_048_58_0,D:/data/code/dataset/dataset/rendering/Hem_048_58_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_0.jpg
train,Hem,rendering,Hem_048_58_114,Hem_048_58_114,D:/data/code/dataset/dataset/rendering/Hem_048_58_114.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_114.jpg
train,Hem,rendering,Hem_048_58_26,Hem_048_58_26,D:/data/code/dataset/dataset/rendering/Hem_048_58_26.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_26.jpg
train,Hem,rendering,Hem_048_58_33,Hem_048_58_33,D:/data/code/dataset/dataset/rendering/Hem_048_58_33.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_33.jpg
train,Hem,rendering,Hem_048_58_34,Hem_048_58_34,D:/data/code/dataset/dataset/rendering/Hem_048_58_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_34.jpg
train,Hem,rendering,Hem_048_58_42,Hem_048_58_42,D:/data/code/dataset/dataset/rendering/Hem_048_58_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_42.jpg
train,Hem,rendering,Hem_048_58_50,Hem_048_58_50,D:/data/code/dataset/dataset/rendering/Hem_048_58_50.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_50.jpg
train,Hem,rendering,Hem_048_58_65,Hem_048_58_65,D:/data/code/dataset/dataset/rendering/Hem_048_58_65.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_65.jpg
train,Hem,rendering,Hem_048_58_66,Hem_048_58_66,D:/data/code/dataset/dataset/rendering/Hem_048_58_66.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_66.jpg
train,Hem,rendering,Hem_048_58_67,Hem_048_58_67,D:/data/code/dataset/dataset/rendering/Hem_048_58_67.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_67.jpg
train,Hem,rendering,Hem_048_58_74,Hem_048_58_74,D:/data/code/dataset/dataset/rendering/Hem_048_58_74.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_74.jpg
train,Hem,rendering,Hem_048_58_75,Hem_048_58_75,D:/data/code/dataset/dataset/rendering/Hem_048_58_75.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_75.jpg
train,Hem,rendering,Hem_048_58_82,Hem_048_58_82,D:/data/code/dataset/dataset/rendering/Hem_048_58_82.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_82.jpg
train,Hem,rendering,Hem_048_58_83,Hem_048_58_83,D:/data/code/dataset/dataset/rendering/Hem_048_58_83.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_83.jpg
train,Hem,rendering,Hem_048_58_9,Hem_048_58_9,D:/data/code/dataset/dataset/rendering/Hem_048_58_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_9.jpg
train,Hem,rendering,Hem_048_58_91,Hem_048_58_91,D:/data/code/dataset/dataset/rendering/Hem_048_58_91.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_91.jpg
train,Hem,rendering,Hem_048_58_98,Hem_048_58_98,D:/data/code/dataset/dataset/rendering/Hem_048_58_98.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_58_98.jpg
train,Hem,rendering,Hem_048_63_114,Hem_048_63_114,D:/data/code/dataset/dataset/rendering/Hem_048_63_114.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_114.jpg
train,Hem,rendering,Hem_048_63_17,Hem_048_63_17,D:/data/code/dataset/dataset/rendering/Hem_048_63_17.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_17.jpg
train,Hem,rendering,Hem_048_63_26,Hem_048_63_26,D:/data/code/dataset/dataset/rendering/Hem_048_63_26.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_26.jpg
train,Hem,rendering,Hem_048_63_33,Hem_048_63_33,D:/data/code/dataset/dataset/rendering/Hem_048_63_33.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_33.jpg
train,Hem,rendering,Hem_048_63_34,Hem_048_63_34,D:/data/code/dataset/dataset/rendering/Hem_048_63_34.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_34.jpg
train,Hem,rendering,Hem_048_63_42,Hem_048_63_42,D:/data/code/dataset/dataset/rendering/Hem_048_63_42.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_42.jpg
train,Hem,rendering,Hem_048_63_50,Hem_048_63_50,D:/data/code/dataset/dataset/rendering/Hem_048_63_50.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_50.jpg
train,Hem,rendering,Hem_048_63_67,Hem_048_63_67,D:/data/code/dataset/dataset/rendering/Hem_048_63_67.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_67.jpg
train,Hem,rendering,Hem_048_63_82,Hem_048_63_82,D:/data/code/dataset/dataset/rendering/Hem_048_63_82.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_82.jpg
train,Hem,rendering,Hem_048_63_83,Hem_048_63_83,D:/data/code/dataset/dataset/rendering/Hem_048_63_83.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_83.jpg
train,Hem,rendering,Hem_048_63_9,Hem_048_63_9,D:/data/code/dataset/dataset/rendering/Hem_048_63_9.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_9.jpg
train,Hem,rendering,Hem_048_63_91,Hem_048_63_91,D:/data/code/dataset/dataset/rendering/Hem_048_63_91.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_63_91.jpg
train,Hem,rendering,Hem_048_67_0,Hem_048_67_0,D:/data/code/dataset/dataset/rendering/Hem_048_67_0.jpg,D:/data/code/dataset/dataset_knit/train/Hem/rendering__Hem_048_67_0.jpg
